UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5486,H05486,H,300.4,310.1,1311,37.0,60,1,0,1,0,0,0
5487,L05487,L,299.6,308.8,1570,40.7,51,0,0,0,0,0,0
5488,M05488,M,303.4,312.3,1588,42.2,46,0,0,0,0,0,0
5489,M05489,M,301.9,312.5,1472,40.5,5,0,0,0,0,0,0
5490,H05490,H,298.7,308.7,1384,48.3,58,0,0,0,0,0,0
5491,L05491,L,300.7,312.3,1516,43.5,133,0,0,0,0,0,0
5492,M05492,M,300.3,309.1,1731,37.5,108,0,0,0,0,0,0
5493,L05493,L,300.9,310.3,1669,36.7,82,0,0,0,0,0,0
5494,L05494,L,298.0,307.9,1623,47.5,57,1,0,0,1,0,0
5495,L05495,L,300.7,310.0,1582,35.9,41,0,0,0,0,0,0
5496,L05496,L,299.5,309.5,1549,38.2,61,0,0,0,0,0,0
5497,L05497,L,300.6,310.9,1459,38.4,250,1,1,0,0,0,0
5498,M05498,M,298.6,309.0,1394,43.1,186,0,0,0,0,0,0
5499,L05499,L,298.8,310.3,1493,51.3,214,1,1,0,1,0,0
5500,M05500,M,302.3,311.0,1405,42.2,182,0,0,0,0,0,0
5501,L05501,L,297.9,308.2,1489,38.5,151,0,0,0,0,0,0
5502,L05502,L,298.0,307.4,1540,40.5,230,1,1,0,0,0,0
5503,L05503,L,299.9,310.3,1547,33.0,144,0,0,0,0,0,0
5504,L05504,L,298.5,308.9,1488,39.2,112,0,0,0,0,0,0
5505,L05505,L,298.2,307.2,1600,47.5,97,0,0,0,0,0,0
5506,L05506,L,300.2,309.3,1531,43.0,250,1,1,0,0,0,0
5507,L05507,L,297.0,307.5,1571,45.4,37,0,0,0,0,0,0
5508,L05508,L,298.0,308.0,1476,45.3,14,0,0,0,0,0,0
5509,L05509,L,304.1,313.9,1619,35.3,84,0,0,0,0,0,0
5510,L05510,L,300.9,311.6,1497,49.6,130,0,0,0,0,0,0
5511,L05511,L,298.5,309.2,1711,29.0,83,0,0,0,0,0,0
5512,H05512,H,300.8,310.3,1428,42.4,82,0,0,0,0,0,0
5513,M05513,M,301.1,310.3,1491,29.8,244,1,1,0,0,0,0
5514,M05514,M,302.0,310.7,1559,30.8,111,0,0,0,0,0,0
5515,L05515,L,299.7,309.8,1631,43.4,124,0,0,0,0,0,0
5516,M05516,M,302.0,310.5,1592,35.6,15,0,0,0,0,0,0
5517,M05517,M,295.9,306.0,1678,44.4,77,0,0,0,0,0,0
5518,M05518,M,297.9,309.1,1566,28.5,108,0,0,0,0,0,0
5519,L05519,L,300.3,310.0,1543,39.1,250,1,1,0,0,0,0
5520,M05520,M,300.7,310.1,1447,34.4,159,0,0,0,0,0,0
5521,M05521,M,298.2,310.2,1487,38.5,149,0,0,0,0,0,0
5522,L05522,L,300.5,312.0,1698,45.8,44,1,0,0,1,0,0
5523,M05523,M,298.8,308.0,1361,50.3,121,1,0,1,0,0,0
5524,L05524,L,299.4,309.6,1468,42.9,205,1,1,0,0,0,0
5525,L05525,L,302.0,312.4,1528,31.7,74,0,0,0,0,0,0
5526,L05526,L,301.8,312.0,1467,34.3,27,0,0,0,0,0,0
5527,M05527,M,298.0,309.8,1459,41.2,154,0,0,0,0,0,0
5528,L05528,L,297.9,308.0,1731,33.7,146,0,0,0,0,0,0
5529,L05529,L,299.2,309.4,1520,43.1,108,0,0,0,0,0,0
5530,L05530,L,299.9,310.6,1591,47.5,140,0,0,0,0,0,0
5531,L05531,L,298.7,309.9,1384,36.2,230,1,1,0,0,0,0
5532,L05532,L,302.1,313.0,1440,36.1,250,1,1,0,0,0,0
5533,M05533,M,300.7,311.2,1593,33.2,10,0,0,0,0,0,0
5534,M05534,M,300.8,309.3,1667,37.1,167,0,0,0,0,0,0
5535,L05535,L,297.5,307.0,1572,39.5,162,0,0,0,0,0,0
5536,L05536,L,302.3,313.2,1519,39.9,97,0,0,0,0,0,0
5537,L05537,L,294.4,304.6,1600,43.5,250,1,1,0,0,0,0
5538,M05538,M,301.7,312.5,1240,44.6,41,1,0,1,0,0,0
5539,L05539,L,301.9,313.8,1573,39.0,172,0,0,0,0,0,0
5540,L05540,L,299.1,308.0,1445,40.8,118,0,0,0,0,0,0
5541,L05541,L,302.5,313.7,1629,39.1,37,0,0,0,0,0,0
5542,M05542,M,299.9,309.5,1281,41.9,27,1,0,1,0,0,0
5543,M05543,M,300.1,311.1,1437,37.2,38,0,0,0,0,0,0
5544,M05544,M,300.7,310.6,1496,34.0,206,1,1,0,0,0,0
5545,M05545,M,306.4,318.5,1424,41.5,77,0,0,0,0,0,0
5546,L05546,L,302.7,312.8,1512,37.4,73,0,0,0,0,0,0
5547,L05547,L,301.4,310.8,1640,41.2,126,0,0,0,0,0,0
5548,L05548,L,298.2,308.6,1548,39.9,65,0,0,0,0,0,0
5549,L05549,L,300.3,310.6,1457,40.5,124,0,0,0,0,0,0
5550,L05550,L,298.4,309.5,1644,43.5,70,0,0,0,0,0,0
5551,L05551,L,301.6,312.1,1575,32.2,35,0,0,0,0,0,0
5552,L05552,L,300.3,312.8,1579,48.1,250,1,1,0,0,0,0
5553,H05553,H,297.8,307.6,1361,30.5,14,1,0,1,0,0,0
5554,M05554,M,300.2,310.1,1245,49.8,224,1,1,1,0,0,0
5555,M05555,M,298.3,307.7,1409,41.9,9,0,0,0,0,0,0
5556,M05556,M,300.3,310.4,1399,38.4,146,0,0,0,0,0,0
5557,L05557,L,298.3,308.5,1489,32.8,34,0,0,0,0,0,0
5558,M05558,M,300.1,310.3,1416,37.8,77,0,0,0,0,0,0
5559,L05559,L,301.5,311.6,1561,38.6,250,1,1,0,0,0,0
5560,M05560,M,299.9,309.3,1588,40.1,166,0,0,0,0,0,0
5561,L05561,L,299.2,308.3,1658,45.7,250,1,1,0,0,0,0
5562,H05562,H,300.4,310.0,1534,40.0,221,1,1,0,0,0,0
5563,L05563,L,301.4,312.5,1460,42.0,103,0,0,0,0,0,0
5564,L05564,L,297.8,309.1,1556,41.2,250,1,1,0,0,0,0
5565,H05565,H,300.5,310.4,1607,37.3,97,0,0,0,0,0,0
5566,L05566,L,302.6,311.7,1392,40.1,151,0,0,0,0,0,0
5567,M05567,M,301.1,311.1,1635,38.1,74,0,0,0,0,0,0
5568,M05568,M,300.1,312.2,1400,44.1,59,0,0,0,0,0,0
5569,M05569,M,301.3,312.3,1529,35.1,88,0,0,0,0,0,0
5570,H05570,H,300.9,311.5,1491,37.6,56,0,0,0,0,0,0
5571,H05571,H,301.5,312.5,1469,42.1,14,0,0,0,0,0,0
5572,L05572,L,296.0,307.5,1773,31.9,250,1,1,0,0,0,0
5573,M05573,M,296.9,305.7,1470,40.9,73,0,0,0,0,0,0
5574,M05574,M,302.0,311.6,1336,38.9,102,1,0,1,0,0,0
5575,M05575,M,297.0,306.5,1536,42.2,250,1,1,0,0,0,0
5576,L05576,L,300.8,311.4,1533,46.5,64,0,0,0,0,0,0
5577,M05577,M,299.3,309.5,1555,36.7,64,0,0,0,0,0,0
5578,H05578,H,298.0,308.8,1538,43.4,18,0,0,0,0,0,0
5579,H05579,H,300.7,310.2,1447,41.5,114,0,0,0,0,0,0
5580,L05580,L,300.4,311.8,1594,37.1,50,0,0,0,0,0,0
5581,L05581,L,304.2,314.2,1564,39.4,250,1,1,0,0,0,0
5582,L05582,L,298.8,309.4,1729,44.2,51,1,0,0,1,0,0
5583,M05583,M,302.9,314.1,1463,39.5,86,0,0,0,0,0,0
5584,M05584,M,300.7,311.8,1431,47.2,42,0,0,0,0,0,0
5585,L05585,L,298.7,309.0,1638,38.0,250,1,1,0,0,0,0
5586,L05586,L,301.6,312.4,1457,33.4,126,0,0,0,0,0,0
5587,L05587,L,301.1,312.9,1589,38.4,86,0,0,0,0,0,0
5588,L05588,L,300.1,310.6,1533,32.2,142,0,0,0,0,0,0
5589,H05589,H,300.5,309.8,1440,39.0,62,0,0,0,0,0,0
5590,M05590,M,298.8,309.4,1744,35.8,250,1,1,0,0,0,0
5591,L05591,L,298.3,308.3,1673,47.4,250,1,1,0,1,0,0
5592,L05592,L,301.5,309.2,1652,46.5,104,1,0,0,1,0,0
5593,L05593,L,299.6,310.0,1603,39.4,140,0,0,0,0,0,0
5594,H05594,H,299.8,310.0,1381,47.2,157,0,0,0,0,0,0
5595,L05595,L,300.6,311.7,1576,37.2,148,0,0,0,0,0,0
5596,L05596,L,300.5,309.8,1608,31.8,250,1,1,0,0,0,0
5597,L05597,L,297.1,305.6,1570,41.9,121,0,0,0,0,0,0
5598,M05598,M,302.6,312.7,1509,41.7,73,0,0,0,0,0,0
5599,M05599,M,300.2,310.6,1460,35.7,28,0,0,0,0,0,0
5600,M05600,M,299.6,309.7,1527,35.3,60,0,0,0,0,0,0
5601,L05601,L,300.9,310.9,1497,44.7,149,0,0,0,0,0,0
5602,L05602,L,300.5,309.4,1620,30.4,115,0,0,0,0,0,0
5603,L05603,L,301.5,311.4,1348,44.3,126,1,0,1,0,0,0
5604,M05604,M,301.1,310.7,1636,37.1,58,0,0,0,0,0,0
5605,L05605,L,301.4,312.5,1419,43.6,94,0,0,0,0,0,0
5606,L05606,L,302.7,313.1,1443,45.5,118,0,0,0,0,0,0
5607,M05607,M,301.8,311.5,1541,35.2,128,0,0,0,0,0,0
5608,M05608,M,299.7,311.4,1554,33.8,168,0,0,0,0,0,0
5609,L05609,L,297.8,307.5,1758,44.8,48,1,0,0,1,0,0
5610,L05610,L,303.3,313.9,1580,38.9,102,0,0,0,0,0,0
5611,L05611,L,299.5,309.4,1546,41.2,133,0,0,0,0,0,0
5612,M05612,M,299.1,310.7,1519,44.4,120,0,0,0,0,0,0
5613,M05613,M,296.5,306.6,1659,33.6,100,0,0,0,0,0,0
5614,L05614,L,300.7,310.8,1792,41.6,115,0,0,0,0,0,0
5615,L05615,L,300.3,310.2,1532,42.9,212,1,1,0,0,0,0
5616,M05616,M,297.0,307.2,1554,46.8,15,0,0,0,0,0,0
5617,M05617,M,300.9,312.1,1493,47.3,140,0,0,0,0,0,0
5618,L05618,L,299.0,309.8,1541,39.9,100,0,0,0,0,0,0
5619,L05619,L,305.4,315.4,1738,41.4,168,0,0,0,0,0,0
5620,L05620,L,298.9,310.6,1457,40.6,250,1,1,0,0,0,0
5621,L05621,L,299.1,310.0,1317,42.6,44,1,0,1,0,0,0
5622,H05622,H,298.3,307.8,1482,34.5,96,0,0,0,0,0,0
5623,M05623,M,302.6,311.2,1620,37.7,53,0,0,0,0,0,0
5624,M05624,M,299.3,308.8,1522,30.8,44,0,0,0,0,0,0
5625,L05625,L,298.6,309.0,1600,38.3,182,0,0,0,0,0,0
5626,M05626,M,301.4,312.0,1575,45.8,31,0,0,0,0,0,0
5627,L05627,L,297.2,308.6,1561,43.3,110,0,0,0,0,0,0
5628,L05628,L,301.3,310.2,1606,39.5,46,0,0,0,0,0,0
5629,L05629,L,303.6,313.1,1604,38.0,250,1,1,0,0,0,0
5630,L05630,L,301.1,310.0,1354,38.8,113,1,0,1,0,0,0
5631,M05631,M,301.3,309.9,1511,35.3,183,0,0,0,0,0,0
5632,L05632,L,301.7,311.1,1393,45.2,179,0,0,0,0,0,0
5633,L05633,L,303.4,313.8,1546,31.9,22,0,0,0,0,0,0
5634,L05634,L,302.4,313.2,1500,32.2,14,0,0,0,0,0,0
5635,L05635,L,300.9,309.9,1653,43.0,70,0,0,0,0,0,0
5636,L05636,L,301.8,311.0,1574,40.3,212,1,1,0,0,0,0
5637,L05637,L,298.2,306.4,1597,39.3,63,0,0,0,0,0,0
5638,M05638,M,301.6,311.8,1481,41.2,120,0,0,0,0,0,0
5639,L05639,L,298.0,307.3,1655,48.5,154,1,0,0,1,0,0
5640,L05640,L,299.3,310.9,1390,41.4,83,0,0,0,0,0,0
5641,L05641,L,293.8,304.2,1460,41.9,68,0,0,0,0,0,0
5642,M05642,M,300.8,310.6,1629,49.0,46,1,0,0,1,0,0
5643,L05643,L,298.7,308.1,1506,39.6,250,1,1,0,0,0,0
5644,L05644,L,302.2,310.7,1335,50.3,207,1,1,0,0,0,0
5645,L05645,L,300.8,309.4,1695,27.5,184,0,0,0,0,0,0
5646,L05646,L,302.2,311.6,1658,32.6,143,0,0,0,0,0,0
5647,L05647,L,297.8,307.1,1621,35.4,74,0,0,0,0,0,0
5648,M05648,M,302.1,311.1,1509,42.8,28,0,0,0,0,0,0
5649,M05649,M,304.2,314.6,1666,47.2,114,1,0,0,1,0,0
5650,L05650,L,301.5,312.0,1676,35.3,140,0,0,0,0,0,0
5651,M05651,M,301.6,311.1,1655,43.3,24,0,0,0,0,0,0
5652,M05652,M,300.3,312.3,1570,50.5,57,1,0,0,1,0,0
5653,L05653,L,299.0,307.2,1562,47.2,40,0,0,0,0,0,0
5654,L05654,L,301.5,311.6,1510,37.9,120,0,0,0,0,0,0
5655,L05655,L,297.0,306.8,1423,45.1,218,1,1,0,0,0,0
5656,L05656,L,299.2,308.6,1600,40.7,54,0,0,0,0,0,0
5657,M05657,M,296.5,305.8,1559,36.1,45,0,0,0,0,0,0
5658,M05658,M,298.6,308.6,1465,42.5,124,0,0,0,0,0,0
5659,H05659,H,301.3,311.1,1511,37.5,99,0,0,0,0,0,0
5660,M05660,M,301.0,310.6,1467,41.0,250,1,1,0,0,0,0
5661,L05661,L,300.1,308.8,1637,31.7,60,0,0,0,0,0,0
5662,L05662,L,300.3,308.7,1462,31.6,158,0,0,0,0,0,0
5663,M05663,M,296.2,305.9,1394,39.6,61,0,0,0,0,0,0
5664,L05664,L,299.3,308.9,1526,41.3,81,0,0,0,0,0,0
5665,M05665,M,298.6,308.4,1583,33.5,95,0,0,0,0,0,0
5666,M05666,M,298.7,308.6,1384,43.8,81,0,0,0,0,0,0
5667,M05667,M,301.2,310.7,1605,39.2,30,0,0,0,0,0,0
5668,M05668,M,298.3,308.1,1336,44.9,131,1,0,1,0,0,0
5669,L05669,L,298.8,307.9,1525,44.5,95,0,0,0,0,0,0
5670,M05670,M,295.8,307.3,1359,48.1,64,1,0,1,0,0,0
5671,M05671,M,299.4,308.6,1239,45.6,102,1,0,1,0,0,0
5672,L05672,L,297.8,307.5,1587,37.7,250,1,1,0,0,0,0
5673,M05673,M,300.2,309.4,1482,41.1,99,0,0,0,0,0,0
5674,L05674,L,298.1,307.4,1410,52.5,82,0,0,0,0,0,0
5675,H05675,H,300.2,310.2,1398,45.9,38,0,0,0,0,0,0
5676,L05676,L,299.7,309.6,1594,39.4,57,0,0,0,0,0,0
5677,L05677,L,303.3,312.9,1513,39.1,232,1,1,0,0,0,0
5678,L05678,L,301.0,310.7,1530,36.7,106,0,0,0,0,0,0
5679,M05679,M,296.3,305.6,1460,34.5,70,0,0,0,0,0,0
5680,L05680,L,297.5,307.9,1492,48.6,24,0,0,0,0,0,0
5681,L05681,L,300.1,312.2,1490,42.5,94,0,0,0,0,0,0
5682,L05682,L,298.1,307.3,1488,33.8,177,0,0,0,0,0,0
5683,H05683,H,294.1,304.5,1375,40.6,22,1,0,1,0,0,0
5684,L05684,L,302.7,312.7,1448,46.9,99,0,0,0,0,0,0
5685,L05685,L,301.4,312.1,1512,37.6,23,0,0,0,0,0,0
5686,M05686,M,301.0,311.7,1436,36.6,58,0,0,0,0,0,0
5687,L05687,L,298.8,309.0,1443,42.4,199,0,0,0,0,0,0
5688,H05688,H,300.9,310.8,1527,43.0,62,0,0,0,0,0,0
5689,L05689,L,298.6,308.2,1673,36.0,190,0,0,0,0,0,0
5690,M05690,M,300.4,309.6,1500,37.0,157,0,0,0,0,0,0
5691,L05691,L,298.2,308.1,1557,41.7,74,0,0,0,0,0,0
5692,L05692,L,303.0,311.7,1481,34.6,178,0,0,0,0,0,0
5693,M05693,M,296.9,306.3,1607,36.2,128,0,0,0,0,0,0
5694,L05694,L,302.5,313.6,1724,37.2,22,0,0,0,0,0,0
5695,M05695,M,300.1,310.2,1484,43.9,44,0,0,0,0,0,0
5696,L05696,L,299.0,309.9,1498,37.9,250,1,1,0,0,0,0
5697,L05697,L,300.3,311.8,1584,42.0,42,0,0,0,0,0,0
5698,L05698,L,301.5,311.3,1563,45.2,138,0,0,0,0,0,0
5699,H05699,H,302.7,312.9,1400,38.5,49,0,0,0,0,0,0
5700,L05700,L,300.6,310.3,1597,55.1,250,1,1,0,1,0,0
5701,L05701,L,298.2,307.4,1644,45.7,132,0,0,0,0,0,0
5702,L05702,L,300.1,309.2,1471,41.6,250,1,1,0,0,0,0
5703,L05703,L,303.6,314.5,1804,36.0,116,0,0,0,0,0,0
5704,L05704,L,302.7,312.9,1397,38.3,208,1,1,0,0,0,0
5705,H05705,H,301.8,313.7,1365,49.7,107,1,0,1,0,0,0
5706,L05706,L,301.6,312.6,1573,40.3,47,0,0,0,0,0,0
5707,M05707,M,301.4,310.7,1725,30.6,114,0,0,0,0,0,0
5708,L05708,L,302.3,313.2,1494,31.5,38,0,0,0,0,0,0
5709,M05709,M,299.1,308.8,1393,41.6,120,0,0,0,0,0,0
5710,H05710,H,297.3,308.5,1505,40.6,89,0,0,0,0,0,0
5711,L05711,L,300.1,309.7,1525,35.2,239,1,1,0,0,0,0
5712,H05712,H,298.4,307.3,1517,32.3,157,0,0,0,0,0,0
5713,L05713,L,297.9,307.1,1543,29.8,56,0,0,0,0,0,0
5714,H05714,H,298.6,307.8,1364,37.6,55,1,0,1,0,0,0
5715,M05715,M,305.0,314.1,1735,35.8,22,0,0,0,0,0,0
5716,L05716,L,300.3,309.7,1255,45.9,232,1,1,1,0,0,0
5717,L05717,L,300.7,311.6,1732,37.0,250,1,1,0,0,0,0
5718,L05718,L,297.6,309.4,1643,43.9,94,0,0,0,0,0,0
5719,L05719,L,296.3,305.0,1475,43.3,52,0,0,0,0,0,0
5720,L05720,L,298.4,309.6,1737,40.2,103,0,0,0,0,0,0
5721,L05721,L,302.9,312.4,1413,45.8,180,0,0,0,0,0,0
5722,L05722,L,300.7,311.0,1651,31.6,116,0,0,0,0,0,0
5723,M05723,M,301.2,309.5,1292,39.4,51,0,0,0,0,0,0
5724,L05724,L,301.5,312.0,1435,52.7,60,0,0,0,0,0,0
5725,L05725,L,298.8,306.8,1435,31.1,50,0,0,0,0,0,0
5726,M05726,M,302.8,313.1,1425,39.3,69,0,0,0,0,0,0
5727,L05727,L,298.7,309.0,1551,41.9,44,0,0,0,0,0,0
5728,L05728,L,302.8,313.0,1467,30.9,40,0,0,0,0,0,0
5729,L05729,L,300.9,310.1,1346,37.8,39,1,0,1,0,0,0
5730,H05730,H,296.4,307.0,1496,50.0,33,0,0,0,0,0,0
5731,M05731,M,298.5,308.9,1505,40.8,125,0,0,0,0,0,0
5732,L05732,L,296.4,306.2,1591,36.2,65,0,0,0,0,0,0
5733,M05733,M,302.3,313.0,1517,40.9,78,0,0,0,0,0,0
5734,L05734,L,300.0,309.9,1645,35.7,21,0,0,0,0,0,0
5735,M05735,M,295.5,306.1,1492,48.6,178,0,0,0,0,0,0
5736,M05736,M,300.8,310.6,1601,34.0,14,0,0,0,0,0,0
5737,M05737,M,298.9,309.1,1422,38.2,147,0,0,0,0,0,0
5738,L05738,L,297.0,307.6,1478,32.8,202,1,1,0,0,0,0
5739,L05739,L,303.4,313.0,1688,36.6,189,0,0,0,0,0,0
5740,L05740,L,300.2,309.0,1686,37.3,250,1,1,0,0,0,0
5741,M05741,M,299.4,309.7,1557,45.4,250,1,1,0,0,0,0
5742,L05742,L,299.2,310.4,1461,35.3,42,0,0,0,0,0,0
5743,M05743,M,297.0,307.3,1403,43.4,50,0,0,0,0,0,0
5744,H05744,H,297.4,307.7,1583,39.6,86,0,0,0,0,0,0
5745,L05745,L,302.6,312.5,1677,28.8,122,0,0,0,0,0,0
5746,M05746,M,299.1,309.8,1494,36.4,121,0,0,0,0,0,0
5747,M05747,M,300.0,309.9,1734,33.8,161,0,0,0,0,0,0
5748,H05748,H,295.9,305.5,1496,48.5,80,0,0,0,0,0,0
5749,H05749,H,297.4,308.5,1339,44.3,72,1,0,1,0,0,0
5750,M05750,M,301.2,310.7,1472,41.0,188,0,0,0,0,0,0
5751,L05751,L,300.8,311.6,1551,18.0,164,0,0,0,0,0,0
5752,M05752,M,303.5,314.6,1509,30.4,88,0,0,0,0,0,0
5753,L05753,L,302.7,313.3,1675,41.9,241,1,1,0,0,0,0
5754,M05754,M,299.5,308.3,1404,44.9,22,0,0,0,0,0,0
5755,H05755,H,300.9,311.0,1317,38.1,101,1,0,1,0,0,0
5756,L05756,L,299.4,309.2,1610,39.0,104,0,0,0,0,0,0
5757,M05757,M,304.1,313.6,1449,40.3,81,0,0,0,0,0,0
5758,L05758,L,302.3,312.4,1792,37.9,250,1,1,0,0,0,0
5759,L05759,L,300.3,311.1,1644,36.7,31,0,0,0,0,0,0
5760,L05760,L,300.4,309.9,1497,44.1,35,0,0,0,0,0,0
5761,M05761,M,302.9,312.7,1621,44.3,158,0,0,0,0,0,0
5762,H05762,H,301.2,310.9,1523,35.0,47,0,0,0,0,0,0
5763,H05763,H,303.1,314.3,1513,33.9,96,0,0,0,0,0,0
5764,L05764,L,295.6,305.4,1538,35.6,47,0,0,0,0,0,0
5765,M05765,M,300.9,309.7,1542,39.8,53,0,0,0,0,0,0
5766,M05766,M,299.0,307.4,1290,43.9,139,0,0,0,0,0,0
5767,L05767,L,303.5,313.9,1682,42.1,73,0,0,0,0,0,0
5768,L05768,L,303.1,312.3,1206,47.8,223,1,1,1,0,0,0
5769,L05769,L,300.1,310.7,1506,41.8,135,0,0,0,0,0,0
5770,H05770,H,303.1,311.7,1290,43.2,14,0,0,0,0,0,0
5771,M05771,M,303.6,313.0,1450,48.7,22,0,0,0,0,0,0
5772,M05772,M,300.1,308.8,1493,40.1,132,0,0,0,0,0,0
5773,L05773,L,304.9,315.4,1430,43.6,211,1,1,0,0,0,0
5774,M05774,M,299.9,310.6,1223,44.4,52,1,0,1,0,0,0
5775,L05775,L,299.6,309.9,1571,38.4,90,0,0,0,0,0,0
5776,L05776,L,301.7,310.6,1759,36.6,116,0,0,0,0,0,0
5777,M05777,M,299.3,308.5,1465,47.0,136,0,0,0,0,0,0
5778,L05778,L,300.2,310.4,1646,38.1,93,0,0,0,0,0,0
5779,M05779,M,302.8,311.1,1650,36.7,42,0,0,0,0,0,0
5780,L05780,L,300.0,309.8,1360,37.7,72,1,0,1,0,0,0
5781,M05781,M,296.6,308.1,1454,42.6,53,0,0,0,0,0,0
5782,L05782,L,300.7,310.6,1422,38.2,220,1,1,0,0,0,0
5783,L05783,L,298.6,307.1,1469,42.0,50,0,0,0,0,0,0
5784,L05784,L,301.7,311.1,1720,38.7,53,0,0,0,0,0,0
5785,L05785,L,301.4,310.8,1572,37.1,76,0,0,0,0,0,0
5786,H05786,H,302.9,315.1,1529,32.7,62,0,0,0,0,0,0
5787,L05787,L,301.8,313.5,1546,34.4,250,1,1,0,0,0,0
5788,M05788,M,302.2,312.9,1379,36.9,153,1,0,1,0,0,0
5789,H05789,H,298.7,308.3,1518,34.8,56,0,0,0,0,0,0
5790,L05790,L,301.6,312.8,1675,40.5,250,1,1,0,0,0,0
5791,L05791,L,303.9,312.8,1582,49.8,116,1,0,0,1,0,0
5792,M05792,M,298.6,309.7,1549,37.0,180,0,0,0,0,0,0
5793,H05793,H,303.6,314.5,1327,39.8,145,1,0,1,0,0,0
5794,H05794,H,298.9,308.7,1521,36.9,89,0,0,0,0,0,0
5795,L05795,L,298.3,309.4,1685,42.4,94,0,0,0,0,0,0
5796,M05796,M,300.6,310.1,1540,41.7,15,0,0,0,0,0,0
5797,L05797,L,301.4,310.2,1370,41.2,250,1,1,1,0,0,0
5798,H05798,H,301.8,312.8,1614,32.8,67,0,0,0,0,0,0
5799,H05799,H,298.1,308.0,1356,36.6,49,1,0,1,0,0,0
5800,L05800,L,300.9,311.5,1589,40.0,205,1,1,0,0,0,0
5801,L05801,L,298.6,310.4,1645,39.7,91,0,0,0,0,0,0
5802,L05802,L,297.0,306.3,1658,38.3,230,1,1,0,0,0,0
5803,L05803,L,298.1,308.0,1370,44.6,79,1,0,1,0,0,0
5804,M05804,M,298.5,310.1,1512,33.8,237,1,1,0,0,0,0
5805,L05805,L,301.0,311.7,1555,41.0,250,1,1,0,0,0,0
5806,L05806,L,302.3,311.6,1694,39.3,127,0,0,0,0,0,0
5807,L05807,L,297.1,306.1,1596,34.3,75,0,0,0,0,0,0
5808,H05808,H,300.7,310.2,1595,36.0,151,0,0,0,0,0,0
5809,M05809,M,297.6,306.9,1554,42.9,126,0,0,0,0,0,0
5810,L05810,L,301.3,311.5,1543,33.9,73,0,0,0,0,0,0
5811,L05811,L,298.8,308.8,1569,51.6,88,1,0,0,1,0,0
5812,H05812,H,297.9,308.2,1602,41.8,18,0,0,0,0,0,0
5813,M05813,M,301.6,310.8,1370,41.0,105,1,0,1,0,0,0
5814,L05814,L,298.8,308.8,1641,37.3,109,0,0,0,0,0,0
5815,L05815,L,299.4,307.3,1487,44.1,158,0,0,0,0,0,0
5816,L05816,L,295.6,305.7,1466,38.3,22,0,0,0,0,0,0
5817,L05817,L,301.9,313.1,1652,36.6,81,0,0,0,0,0,0
5818,L05818,L,301.6,310.2,1462,47.6,52,0,0,0,0,0,0
5819,H05819,H,300.0,310.5,1488,37.8,84,0,0,0,0,0,0
5820,L05820,L,296.9,306.3,1501,40.7,75,0,0,0,0,0,0
5821,M05821,M,302.4,313.2,1264,38.6,239,1,1,1,0,0,0
5822,L05822,L,298.7,308.8,1598,40.3,130,0,0,0,0,0,0
5823,M05823,M,299.1,309.5,1513,42.8,158,0,0,0,0,0,0
5824,M05824,M,304.6,314.7,1309,50.3,43,1,0,1,0,0,0
5825,L05825,L,298.6,309.9,1480,35.5,121,0,0,0,0,0,0
5826,L05826,L,301.5,311.8,1369,34.1,85,1,0,1,0,0,0
5827,M05827,M,301.1,310.4,1573,37.9,250,1,1,0,0,0,0
5828,L05828,L,300.8,310.9,1689,35.0,34,0,0,0,0,0,0
5829,L05829,L,300.6,310.2,1635,38.6,211,1,1,0,0,0,0
5830,L05830,L,300.8,310.9,1649,41.1,74,0,0,0,0,0,0
5831,H05831,H,300.5,310.1,1398,52.3,28,0,0,0,0,0,0
5832,L05832,L,299.9,309.2,1605,36.7,133,0,0,0,0,0,0
5833,M05833,M,303.0,313.2,1499,29.0,59,0,0,0,0,0,0
5834,L05834,L,297.4,307.4,1569,38.1,189,0,0,0,0,0,0
5835,M05835,M,302.0,313.1,1596,40.8,34,0,0,0,0,0,0
5836,L05836,L,301.6,311.2,1668,33.5,177,0,0,0,0,0,0
5837,M05837,M,301.4,309.4,1461,41.6,24,0,0,0,0,0,0
5838,L05838,L,302.2,311.9,1409,41.6,250,1,1,0,0,0,0
5839,M05839,M,299.8,308.2,1481,41.5,119,0,0,0,0,0,0
5840,M05840,M,296.3,306.7,1478,44.2,15,0,0,0,0,0,0
5841,L05841,L,299.9,308.2,1578,38.8,223,1,1,0,0,0,0
5842,L05842,L,298.0,307.0,1633,41.4,51,0,0,0,0,0,0
5843,L05843,L,298.5,308.2,1359,32.4,111,1,0,1,0,0,0
5844,L05844,L,297.5,309.1,1483,35.4,91,0,0,0,0,0,0
5845,M05845,M,299.0,308.0,1404,39.3,143,0,0,0,0,0,0
5846,L05846,L,298.8,308.8,1675,33.2,127,0,0,0,0,0,0
5847,L05847,L,295.2,305.8,1529,39.7,83,0,0,0,0,0,0
5848,M05848,M,301.4,312.9,1449,38.8,51,0,0,0,0,0,0
5849,L05849,L,304.4,315.2,1604,36.7,239,1,1,0,0,0,0
5850,L05850,L,301.2,312.3,1491,44.5,220,1,1,0,0,0,0
5851,L05851,L,299.6,310.5,1548,39.9,3,0,0,0,0,0,0
